vid,start,token,exact,style,time
rarpkV5c_eA,866.4,12:15pm,true,manual,12:15pm
eyZZ_Elulvo,42.9,12:15PM,true,manual,12:15pm
UP99kEH8tDQ,1227,12:15pm,true,manual,12:15pm
KuaVT0wjqn0,1007.9,12:15pm,true,manual,12:15pm
l15Hguv9nY4,363.3,12:15pm,true,manual,12:15pm
RvnrhjTtgJw,265.7,12:15pm,true,manual,12:15pm
CV3Pt_3D8wk,2497.7,12:15pm,true,manual,12:15pm
Wbo2Ml_PUSc,1286.8,12:15PM,true,manual,12:15pm
EiNqM2lSfvA,175.9,12:15pm,true,manual,12:15pm
wTWmELW215g,1278.8,12:15pm,true,manual,12:15pm
tUJkYXhVSeM,156.5,12:15pm,true,manual,12:15pm
k3tVuolHwAU,237.2,12:15pm,true,manual,12:15pm
YRYte2ShdqE,190.8,12:15PM,true,manual,12:15pm
M_2jzyBzRZQ,1750.5,12:15PM,true,manual,12:15pm
r9FO2cejhAA,15,12:15pm,true,manual,12:15pm
Wly3ZdnQeZA,98.6,12:15pm,true,manual,12:15pm
iZI50MXqjA8,92.8,12:15PM,true,manual,12:15pm
5zrnmBFHC3M,36.2,12:15PM,true,manual,12:15pm
WhWgT18NWdI,305.5,12:15PM,true,manual,12:15pm
iQ-iKRk1AFY,128.3,12:15PM,true,manual,12:15pm
M5YAg5t0p1U,161.1,12:15pm,true,manual,12:15pm
1c-gPjYAjwc,32.4,12:15PM,true,manual,12:15pm
0B7JH3l4R50,17,12:16AM,true,manual,12:16am
cFwG2LiTfPY,1136.3,12:16AM,true,manual,12:16am
dfHOwuPpAoY,87.8,12:16am,true,manual,12:16am
Dikf_p-Plvo,37.6,12:16am,true,manual,12:16am
8G_3ZEI9pgc,880.8,12:16am,true,manual,12:16am
4qS2Fy2CxL8,10897.1,12 16am,false,auto,12:16am
ywIq8AkEkTk,858.7,12 16am,false,auto,12:16am
GGySnUcxDCU,115.8,12:16pm,true,manual,12:16pm
X0GxLvnjufE,102.2,12:16PM,true,manual,12:16pm
-U8LT7Jorfg,93,12:16pm,true,manual,12:16pm
zkxnsgx4lt4,32.1,12:16PM,true,manual,12:16pm
CZZZIdQnpGA,1258.1,12:16pm,true,manual,12:16pm
Uy-ZNVTfGiU,2,12 16pm,false,manual,12:16pm
x3_aNTUpzMg,1830.9,12:17am,true,manual,12:17am
gf-di9VrXn0,51,12:17am,true,manual,12:17am
Gy5kNqbtUz4,67.4,12:17AM,true,manual,12:17am
Lp47F7e_Mqo,59.8,12:17AM,true,manual,12:17am
XpU8eHVNmtI,1823,12 17am,false,manual,12:17am
9nI_XM7alnw,6676.8,12 17am,false,auto,12:17am
c0NB5DHYXCA,281.1,12:17pm,true,manual,12:17pm
8VuR0hGKlBM,156.7,12:17pm,true,manual,12:17pm
UoCUI0SoFQM,478.1,12:17pm,true,manual,12:17pm
Ux4k3FNGcYg,2401.4,12:17pm,true,manual,12:17pm
BCN4-Ujh9GQ,266.1,12:17pm,true,manual,12:17pm
FMRbJca3EgI,590.8,12:17pm,true,manual,12:17pm
z_x3AfR58Dw,211.7,12:17PM,true,manual,12:17pm
orQ-AkMTUX8,69.8,12:17PM,true,manual,12:17pm
tyXSrCg8CDM,30.1,12:17pm,true,manual,12:17pm
foA32NVCH9I,423.6,12 17pm,false,manual,12:17pm
kOvNXeHnQ7w,202.8,12 17pm,false,auto,12:17pm
RojaDiLcJag,324.1,12:18am,true,manual,12:18am
liiClRlIQBo,310.8,12:18am,true,manual,12:18am
tQ083oXsPUY,273.2,12:18am,true,manual,12:18am
_pDwgyvWsao,596,12:18AM,true,manual,12:18am
Cjr2jRrIxe4,324.1,12:18am,true,manual,12:18am
p89b2sdEkKg,47,12:18AM,true,manual,12:18am
AliwfutGi8g,45,12:18AM,true,manual,12:18am
oF6ZvqUuCPo,324.1,12:18am,true,manual,12:18am
wA6oWUE9t-M,159.4,12:18AM,true,manual,12:18am
r8ADO6beJNk,1922.3,12:18pm,true,manual,12:18pm
MWSjIkXpAhE,86.1,12:18pm,true,manual,12:18pm
6tOUC6up4Hs,131.4,12:18PM,true,manual,12:18pm
fHRD02TkL4c,28.4,12:18pm,true,manual,12:18pm
uv83EAGVGUU,205.3,12:18PM,true,manual,12:18pm
Qv03phXX_b4,378.1,12 18pm,false,manual,12:18pm
LGLtoFx-ZuQ,220.9,12:19am,true,manual,12:19am
5E73Yq_LEiM,3215,12:19am,true,manual,12:19am
Oq8BCCOsnN8,393.3,12:19am,true,manual,12:19am
NQb6014m3Oo,46.1,12:19AM,true,manual,12:19am
6QagJqmG0e0,138.2,12 19am,false,auto,12:19am
iJHAPT3oZJc,429.7,12:19pm,true,manual,12:19pm
aOTwaHHkP2s,186.2,12:19pm,true,manual,12:19pm
JSDu8pg-K-k,40.9,12:19PM,true,manual,12:19pm
VwnEKK7eBMU,76.5,12:19pm,true,manual,12:19pm
z_x3AfR58Dw,212.3,12:19PM,true,manual,12:19pm
3pYTt-rC4ew,339.9,12:19PM,true,manual,12:19pm
8BOqaOzatCg,586.9,12:19pm,true,manual,12:19pm
2JFc9_XsT6I,3955,12:19pm,true,manual,12:19pm
bpvRxpaRePg,17.8,12:19pm,true,manual,12:19pm
I6029I0kcLA,818.7,12 19pm,false,manual,12:19pm
ObxbeM2eAjU,237,12:20am,true,manual,12:20am
QbhCFYjpKuw,60.4,12:20AM,true,manual,12:20am
qMta8AuEyB8,68.8,12:20AM,true,manual,12:20am
KE80bdM99VI,68.8,12:20AM,true,manual,12:20am
anTeywvOArI,580,12:20am,true,manual,12:20am
hvFeIRDxk4k,907.8,12:20AM,true,manual,12:20am
L8kB4sE4Fhg,88.8,12:20AM,true,manual,12:20am
u_b4BW8LsHg,45.3,12:20am,true,manual,12:20am
7DI4CSSs--g,62.4,12:20AM,true,manual,12:20am
LLxlzb49IgQ,39.8,12:20AM,true,manual,12:20am
kB2wz90Km3M,46.2,12:20am,true,manual,12:20am
Msfn7WIGRcU,163.8,12:20am,true,manual,12:20am
if0Y70dNpsY,106,12:20am,true,manual,12:20am
7BxjR2jnYt8,399.4,12:20am,true,manual,12:20am
AjqkFcOXhwA,49,12:20AM,true,manual,12:20am
2Nq4gumLhCo,99.6,12:20AM,true,manual,12:20am
pP0OZoT7E1U,952.6,12:20am,true,manual,12:20am
tZYQPGvi6dY,65.4,12:20AM,true,manual,12:20am
8x64ocI7uM0,485.8,12:20am,true,manual,12:20am
lw0wsU-BRcU,3748,12:20am,true,manual,12:20am
E1yPjU30_kA,29840.9,12:20AM,true,manual,12:20am
UEFE2grwbi8,563.5,12:20AM,true,manual,12:20am
pp2bWDbBNyM,909.5,12:20am,true,manual,12:20am
C1PbrywECMQ,12.7,12:20AM,true,manual,12:20am
hGR8yi50OnQ,141.6,12 20am,false,manual,12:20am
jNeQLj4nLJc,155.6,12 20am,false,manual,12:20am
5ISKxMflcw4,1545.6,12 20am,false,manual,12:20am
R-vESOOGu2Q,49.2,12 20am,false,manual,12:20am
9SgNG6bah20,1926,12:20pm,true,manual,12:20pm
FCJxBAqHLnM,621.5,12:20pm,true,manual,12:20pm
lXcaiw5JixQ,661.8,12:20pm,true,manual,12:20pm
IZO5Fz9wPfY,314.8,12:20pm,true,manual,12:20pm
kxdObrSM-bI,125.2,12:20pm,true,manual,12:20pm
AZLypExANcQ,322.3,12:20pm,true,manual,12:20pm
5m2bQxUAUgw,66.8,12:20PM,true,manual,12:20pm
xXXv18D2wd8,985.5,12:20pm,true,manual,12:20pm
pACm2ZlMWw0,69.1,12:20PM,true,manual,12:20pm
l_pPEYTHVR4,91.9,12:20pm,true,manual,12:20pm
hVxzA8_LRR4,973.7,12:20pm,true,manual,12:20pm
VsPPSjSx53c,166.5,12:20PM,true,manual,12:20pm
7o6ADO8Czf0,0,12:20pm,true,manual,12:20pm
YMhIsw36py0,238.6,12:20pm,true,manual,12:20pm
GsVa8cZm5Zc,425.6,12:20pm,true,manual,12:20pm
XoJtAhuC-h0,1477,12:20PM,true,manual,12:20pm
P1imYP_aMcs,326.5,12:20pm,true,manual,12:20pm
0LFnDncmz7c,232.2,12:20PM,true,manual,12:20pm
3vA1Imohwso,142.4,12:20PM,true,manual,12:20pm
Me0IjaOvP2k,154.5,12:20pm,true,manual,12:20pm
tH--wI_j0Qc,2551,12:20pm,true,manual,12:20pm
XLvvy80T3U8,1510.8,12:20pm,true,manual,12:20pm
J7JXYnMm7ds,3793.3,12:20pm,true,manual,12:20pm
6tOUC6up4Hs,155.7,12:20PM,true,manual,12:20pm
hCMeVrg1I78,71.2,12:20PM,true,manual,12:20pm
IcoSxr6xdCo,4403.2,12:20pm,true,manual,12:20pm
r56SHXj_yw4,4207.4,12:20pm,true,manual,12:20pm
QFK99DCDy5E,16,12:20pm,true,manual,12:20pm
fvCbjcXwfAg,780.1,12:21am,true,manual,12:21am
OcyElFK1Otc,9722.4,12 21am,false,auto,12:21am
bI6ubhyR2Bk,1739.8,12 21am,false,auto,12:21am
gEAqDt1teAo,5292,12 21am,false,auto,12:21am
mxCPFnBiNNs,7310.8,12 21am,false,auto,12:21am
3gT7JrbmEPw,13042,12 21am,false,auto,12:21am
yv6PWVk7RB4,8015.4,12 21am,false,auto,12:21am
nWbZxMzZIQI,511,12 21am,false,auto,12:21am
EKiJZbZl5uI,726.6,12 21am,false,auto,12:21am
VDmn38PWguo,17336.4,12 21am,false,auto,12:21am
VmX3gqhmg2k,3507.1,12 21am,false,auto,12:21am
VQ-aSV-9g-I,5254.2,12 21am,false,auto,12:21am
Ys2ZftcxPoI,4673.5,12 21am,false,auto,12:21am
MIGq_dDS1IY,140.6,12 21am,false,auto,12:21am
PcRV5jmJ3cU,1901.4,12 21am,false,auto,12:21am
zDiEAx8r9o8,527.4,12:21PM,true,manual,12:21pm
VsPPSjSx53c,170.8,12:21PM,true,manual,12:21pm
3AdVupbPU-U,2797.6,12:21PM,true,manual,12:21pm
QAOfdz8I024,137.7,12:21pm,true,manual,12:21pm
3SufkonRNJU,294.5,12:21PM,true,manual,12:21pm
dfvt8Tv5780,4869.8,12:21PM,true,manual,12:21pm
9hHhJhosV9Y,123.6,12:21PM,true,manual,12:21pm
br9Dq6EZEQ4,141.6,12:21PM,true,manual,12:21pm
z6YXL9voHhM,201.5,12:21PM,true,manual,12:21pm
vR-tULIW4wE,106.1,12:21PM,true,manual,12:21pm
uv83EAGVGUU,4039.4,12:21PM,true,manual,12:21pm
81syU9hvsjg,87.5,12:22am,true,manual,12:22am
HJ_ZxDiHgXU,103.1,12:22AM,true,manual,12:22am
HgO3HrgVrJA,1223.1,12:22am,true,manual,12:22am
9i_0padzbk8,49.3,12:22am,true,manual,12:22am
xG-jLeR1OSY,980.1,12:22am,true,manual,12:22am
FgCs7wkJo44,446.7,12:22am,true,manual,12:22am
E5CwDF3jMYM,3817.7,12              22am,false,auto,12:22am
dp3LuK6nZaI,8900.6,12              22am,false,auto,12:22am
qZ6uinmCWro,64.6,12 22am,false,auto,12:22am
RycKPzyy6EI,7370.8,12 22am,false,auto,12:22am
8iwWz7NyX4o,380.4,12 22am,false,auto,12:22am
-BNDub3h2_I,1371.4,12:22PM,true,manual,12:22pm
obUDJcfJmd8,74.1,12:22pm,true,manual,12:22pm
bxlyYrmDxFc,123.3,12:22pm,true,manual,12:22pm
MormhDgMyM0,43.1,12:22PM,true,manual,12:22pm
jA6yHFnFrLo,395.3,12:22pm,true,manual,12:22pm
1J4AicLBZTA,46.1,12:22pm,true,manual,12:22pm
9FVOMe3HH1E,17494,12:22pm,true,manual,12:22pm
4ybPkPC0uZo,37.5,12:22PM,true,manual,12:22pm
kpNUKcVMDpY,20.8,12:22pm,true,manual,12:22pm
Qi6S5JZXkjw,6696.8,12 22pm,false,auto,12:22pm
d77sL4cKYKM,4515.5,12 22pm,false,auto,12:22pm
02b37shbwVQ,230.6,12 22pm,false,auto,12:22pm
LZ_m1meeolQ,2871.1,12:23AM,true,manual,12:23am
J9j7WEjc1B8,54.6,12:23AM,true,manual,12:23am
rwmiN7Kme_s,8534,12:23am,true,manual,12:23am
PUrl3b-sEXk,54.6,12:23AM,true,manual,12:23am
xfHJFYVezUE,137.2,12:23am,true,manual,12:23am
L7UVYjWJ27I,4506.3,12:23am,true,manual,12:23am
NqsqmsqM95g,692.2,12 23am,false,auto,12:23am
FhrdpkdKJho,1916.2,12              23am,false,auto,12:23am
wnZJoIlT5pQ,169.3,12 23am,false,auto,12:23am
bJNIsNbI9sA,38.6,12:23pm,true,manual,12:23pm
v_guLjERGkI,7264.2,12:23pm,true,manual,12:23pm
YNbs3_PS9qQ,182.6,12:23pm,true,manual,12:23pm
yM3598-aTGo,971.4,12 23pm,false,manual,12:23pm
I6029I0kcLA,830.6,12 23pm,false,manual,12:23pm
-VwBCNalnJk,161.1,12:24AM,true,manual,12:24am
72bSgpN1Kb0,166.6,12:24AM,true,manual,12:24am
AliwfutGi8g,406.1,12:24AM,true,manual,12:24am
hlRquqp3zS0,94.1,12:24PM,true,manual,12:24pm
dv3gxIfd-hg,1014.8,12:24pm,true,manual,12:24pm
PLw-dZTCB60,920,12:24PM,true,manual,12:24pm
6DSqubUROus,253,12:24pm,true,manual,12:24pm
vh52gs8uoWQ,649.7,12:24pm,true,manual,12:24pm
JRHoYTVj_7Y,0,12:24pm,true,manual,12:24pm
jCV4Nl5fHGk,21.7,12:24pm,true,manual,12:24pm
uv83EAGVGUU,274.8,12:24PM,true,manual,12:24pm
q__lwyqWhEY,116.5,12:24pm,true,manual,12:24pm
ONsvEkbmvdo,6.7,12:24pm,true,manual,12:24pm
tTPQeMkZ3SM,428.3,12:25am,true,manual,12:25am
ZnYm7P4Oyis,763.2,12:25am,true,manual,12:25am
X0eWhehXGzM,101.6,12:25am,true,manual,12:25am
p_xHbPYEWG4,84.9,12:25am,true,manual,12:25am
VQheJ1RrC24,74.8,12:25AM,true,manual,12:25am
4a_o_hjnO6I,889.2,12:25AM,true,manual,12:25am
KSo5KhX25V8,152,12:25AM,true,manual,12:25am
wATyb4lDv40,1224.6,12:25AM,true,manual,12:25am
auLaXtKqvag,17.4,12:25AM,true,manual,12:25am
laDP-Tu8S9M,8127.9,12  25am,false,manual,12:25am
ZuOeu4NrtfA,1313.6,12 25am,false,manual,12:25am
E_MLMYEZiqk,57.2,12 25am,false,manual,12:25am
R-vESOOGu2Q,68.3,12 25am,false,manual,12:25am
VJYB5tVCXAo,67.1,12             25am,false,manual,12:25am
j6klSI8GlXI,255.3,12:25PM,true,manual,12:25pm
bhIGuE530gs,904.6,12:25pm,true,manual,12:25pm
z6UCDwZWx-0,702.6,12:25pm,true,manual,12:25pm
sfsaCHyMuwY,75.3,12:25PM,true,manual,12:25pm
-qYuKtUIH6w,30846.3,12:25PM,true,manual,12:25pm
PpqmEmyZYQM,398,12:25pm,true,manual,12:25pm
2WkkkZ5N08c,1193.2,"12:25pm, 12:25pm",true,manual,12:25pm
h3BtapG8Ucs,16.7,12:25pm,true,manual,12:25pm
vzpdxGDzIyY,519.6,12:25pm,true,manual,12:25pm
X7nupoq73S8,239.8,12:25pm,true,manual,12:25pm
YrhfoI13-Oo,282.4,12:25pm,true,manual,12:25pm
ZULDiOObeKk,25.1,12:25pm,true,manual,12:25pm
dTvmJxK1H_U,712.2,12:25pm,true,manual,12:25pm
qVARuHSDbCc,44.5,12:25PM,true,manual,12:25pm
URv9EPReEUE,19.7,12:25PM,true,manual,12:25pm
v_guLjERGkI,7264.2,12:25pm,true,manual,12:25pm
bcmLYUwXHdg,1159.5,12 25pm,false,manual,12:25pm
2-CSs007GR4,59.9,12 25pm,false,manual,12:25pm
wB00VG9qGjs,3872.1,12              25pm,false,auto,12:25pm
snRitcn8gUc,7304.6,12:26AM,true,manual,12:26am
hLWFz7oQlz0,524.9,12:26AM,true,manual,12:26am
EvXBhDTLnR8,34.9,12:26AM,true,manual,12:26am
bEJ9YzOPFgk,131,12:26am,true,manual,12:26am
cQb5TDODvqI,36.8,12:26AM,true,manual,12:26am
Pn0dxgT8ZEU,32.5,12:26am,true,manual,12:26am
OOqxegCUasE,83,12:26am,true,manual,12:26am
Xn3oazBoSZA,170.8,12:26am,true,manual,12:26am
I97nkLv7jeE,39.2,12:26am,true,manual,12:26am
b6nh5uKiK_Q,752.2,12 26am,false,auto,12:26am
hMK8dZiHfoU,2941.5,12 26am,false,auto,12:26am
oRUJTqtUsZw,646.9,12:26pm,true,manual,12:26pm
8BOqaOzatCg,608.9,12:26pm,true,manual,12:26pm
b7BiMf6az9I,376.1,12:27AM,true,manual,12:27am
TvBSKBWPCp0,444.8,12:27am,true,manual,12:27am
4Tu95gy1j1k,226.5,12:27am,true,manual,12:27am
NCx_SvxcjwQ,43.7,12:27am,true,manual,12:27am
ThV6LpeXL_c,5275,12:27am,true,manual,12:27am
WGUocw843LE,704.5,12:27AM,true,manual,12:27am
FsfhrRelgmk,223.7,12:27am,true,manual,12:27am
O8VPaZeD5es,1058.9,12:27am,true,manual,12:27am
OX82t83Zlug,430.1,12:27am,true,manual,12:27am
xtiyOky1b2o,454.5,12:27AM,true,manual,12:27am
8G_3ZEI9pgc,887.8,12:27am,true,manual,12:27am
Mcg-JI9jLBg,1674.1,12:27AM,true,manual,12:27am
5j-BeK-KDCA,107.9,12 27am,false,manual,12:27am
d7oKlZppAww,36.1,12:27pm,true,manual,12:27pm
LPQNjBgyFIA,0,12:27pm,true,manual,12:27pm
x71_Kp3P_1w,36.3,12:27pm,true,manual,12:27pm
J5_lQvgCkLs,69.9,12:27pm,true,manual,12:27pm
k4Rycu946dg,2023.4,12:27PM,true,manual,12:27pm
uv83EAGVGUU,1166.7,12:27PM,true,manual,12:27pm
DWQcWbM_Ua8,157.9,12:27pm,true,manual,12:27pm
aHLIvZT60XU,376.9,12:28am,true,manual,12:28am
5usW6I568-M,25.1,12:28am,true,manual,12:28am
j0Ns5YUZGCU,313.2,12:28am,true,manual,12:28am
k8a7pVb-s3A,289,12:28am,true,manual,12:28am
zC95h65pM3g,774.2,12:28am,true,manual,12:28am
_kNw_JAdxkw,27.2,12:28am,true,manual,12:28am
ntO_a0pKQX0,557.8,12:28pm,true,manual,12:28pm
nnpiQpv_7ZE,351.5,12:28pm,true,manual,12:28pm
UIFttBetSwc,2193.9,12:29AM,true,manual,12:29am
Bn9fC5kJiSI,111.4,12:29am,true,manual,12:29am
QaN0i_3LiZQ,20599,12:29AM,true,manual,12:29am
PCodIAgtLJo,196.8,12:29AM,true,manual,12:29am
se7vXXf25EU,7907.9,12 29am,false,auto,12:29am
clif7ix7wgY,1294.8,12:29pm,true,manual,12:29pm
ntO_a0pKQX0,580.3,12:29pm,true,manual,12:29pm
ZzFspyz_ga4,38.1,12:29pm,true,manual,12:29pm
BJkwsFprF6c,67,12:29pm,true,manual,12:29pm
bpwANWRx5Wc,12.6,12:29pm,true,manual,12:29pm
NyopEd6LgQY,425.5,12:29PM,true,manual,12:29pm
CNE6rowuoa8,591.9,12 29pm,false,manual,12:29pm
NbNvf1qC0IQ,882.8,12:30am,true,manual,12:30am
Gg4UNpgUabs,1125.6,12:30AM,true,manual,12:30am
isXuI-maFf8,464.7,12:30am,true,manual,12:30am
Z0wAPztOO2U,453.1,12:30am,true,manual,12:30am
e_sgcuQFwnQ,689.3,12:30AM,true,manual,12:30am
lWLV2BIAcZ8,827.7,12:30am,true,manual,12:30am
qQUyaD-aEEo,155.8,12:30am,true,manual,12:30am
LMdPBLlUCT8,3505.3,12:30am,true,manual,12:30am
Y2_LUmTtp7o,1108.5,12:30am,true,manual,12:30am
4GoB3xs0pBA,450.6,12:30am,true,manual,12:30am
a7ki2m_t7Zg,341.7,12:30am,true,manual,12:30am
bpTYXW4HDaw,166,12:30am,true,manual,12:30am
c-8O2vZxJNI,533.4,12:30am,true,manual,12:30am
5pyMPE_5pbw,259.4,12:30AM,true,manual,12:30am
HIk-b7_-OuQ,761.9,12:30am,true,manual,12:30am
lKW8NFJPx4c,122.9,12:30am,true,manual,12:30am
6R0JHzXS1Q8,82,12:30am,true,manual,12:30am
XpU8eHVNmtI,51.7,12:30am,true,manual,12:30am
2PNrvG9juxg,587.3,12:30am,true,manual,12:30am
-apyPTtoles,551.5,12:30am,true,manual,12:30am
fUQ055Oox70,1087.9,12:30am,true,manual,12:30am
snRitcn8gUc,3330.4,12:30AM,true,manual,12:30am
NcUXICBuCKk,427.3,12:30am,true,manual,12:30am
vqV2tSePo_0,54.6,12:30AM,true,manual,12:30am
VCijCCqGtGI,524.3,12:30am,true,manual,12:30am
u21Ix64NoiE,4200.5,12:30AM,true,manual,12:30am
tTPQeMkZ3SM,450.3,12:30am,true,manual,12:30am
gptfHslaoos,474.4,12:30am,true,manual,12:30am
UlXVIaa3Alg,826.7,12:30pm,true,manual,12:30pm
J2O_1giuvHs,639.4,12:30pm,true,manual,12:30pm
nV743cZ2M3M,241,12:30pm,true,manual,12:30pm
17_th944gGY,169.3,12:30PM,true,manual,12:30pm
W9RY0bTq2_I,174.5,12:30PM,true,manual,12:30pm
yamK-9oAUNA,858.9,12:30PM,true,manual,12:30pm
W-l23ec-4mc,178.9,12:30pm,true,manual,12:30pm
19beAwdWjbw,950.6,12:30pm,true,manual,12:30pm
gA1iRXGqLVs,391.6,12:30PM,true,manual,12:30pm
SAnfRjML7WQ,13930.3,12:30PM,true,manual,12:30pm
w1UUhr6_Uro,311.7,12:30PM,true,manual,12:30pm
khAHxGs6S8s,104.2,12:30pm,true,manual,12:30pm
H8l_CtQ8vSg,1022.7,12:30pm,true,manual,12:30pm
3jOF0spQveQ,2233,12:30pm,true,manual,12:30pm
Adq0e5IrYv8,404.9,12:30pm,true,manual,12:30pm
3W6O63eQr7Y,2922.6,12:30pm,true,manual,12:30pm
wvDcPRwZu5c,2718.2,12:30pm,true,manual,12:30pm
dR57e4WHheU,868.5,12:30pm,true,manual,12:30pm
g0xTA8AnLKY,136.4,12:30pm,true,manual,12:30pm
Xd6xW21Sjl4,18.6,12:30pm,true,manual,12:30pm
KJz7ZCH4Mw8,1246.2,12:30PM,true,manual,12:30pm
mD59kSpVxXk,52,12:30PM,true,manual,12:30pm
33ro73wIgDw,969.9,12:30pm,true,manual,12:30pm
j-jSW0V9qXo,1198.1,12:30PM,true,manual,12:30pm
vHrt44ANHIA,3622,12:30PM,true,manual,12:30pm
6TQdDH9UCTg,466.9,12:30pm,true,manual,12:30pm
YbG8ujlip4o,2214.3,12:31AM,true,manual,12:31am
cQ5sfGJR68s,668.1,12:31am,true,manual,12:31am
rIb6mONuJSE,74.5,12:31AM,true,manual,12:31am
tG0J7tdmXj4,53,12  31am,false,manual,12:31am
bFEj-6tBZeA,846,12             31am,false,auto,12:31am
gmW1mDlS2zI,109.3,12 31am,false,auto,12:31am
XjmxewKrdyQ,629.8,12 31am,false,auto,12:31am
WDt0ZP8Y3nM,75.6,12 31am,false,auto,12:31am
sGSDzSUDzkA,35320,12 31am,false,auto,12:31am
f8NhEGQA_fg,1383.8,12 31am,false,auto,12:31am
3e6uWlM1OdI,11.5,12 31am,false,auto,12:31am
rLOuUKcjqTU,928.5,12 31am,false,auto,12:31am
1wmeg-mutRQ,254.8,12 31am,false,auto,12:31am
ZpVpkSIK-A0,460.9,12 31am,false,auto,12:31am
dIS6ihsOU3o,489.8,12 31am,false,auto,12:31am
K0BETg1HtY8,433.9,12             31am,false,auto,12:31am
H6xxVCdqCKE,2226.5,12 31am,false,auto,12:31am
OLCgxn00q_s,357,12 31am,false,auto,12:31am
ehkr-pBhp8A,7343.4,12 31am,false,auto,12:31am
-qYuKtUIH6w,30087.2,12:31PM,true,manual,12:31pm
gIGoffAs7xc,32.7,12:31pm,true,manual,12:31pm
tXJwAcXgbW8,148,12:31pm,true,manual,12:31pm
sozTXo277jU,189.3,12:31pm,true,manual,12:31pm
uZTAA94GLOM,352.3,12:31pm,true,manual,12:31pm
KT4rbhQS8Wg,606.9,12:31pm,true,manual,12:31pm
f746bvPzLFI,1966.3,12:31pm,true,manual,12:31pm
KLBKOnOIIo0,1,12:31pm,true,manual,12:31pm
l7yGlrHXaG4,18636.8,12 31pm,false,auto,12:31pm
J1c6qosWliA,1593.6,12              31pm,false,auto,12:31pm
dLpvD2qGlks,190.4,12:32am,true,manual,12:32am
55pHjbD1c5o,742.1,12:32am,true,manual,12:32am
OE164WWQB1I,3476.5,12:32AM,true,manual,12:32am
w-08S_-Cr88,108.5,12:32AM,true,manual,12:32am
BqNyzBmHAG0,519.3,12 32am,false,manual,12:32am
dWRMgCUEUNw,32.1,12:32PM,true,manual,12:32pm
9FScQl3SZe4,1944.4,12:32PM,true,manual,12:32pm
XcJ6npnhGxw,980.4,12:33am,true,manual,12:33am
HqrHH9Pu9ns,266.1,12:33AM,true,manual,12:33am
Ujy_aWhlMT8,555.6,12:33am,true,manual,12:33am
_-hVhsSFtjo,253.3,12:33AM,true,manual,12:33am
J8KXDCOLLgA,270.6,12:33AM,true,manual,12:33am
4hqZ4K7sVPk,165,12 33am,false,auto,12:33am
tRLFkhCHhU4,1350.4,12:33pm,true,manual,12:33pm
3t8xRpoEqD0,11.5,12:33pm,true,manual,12:33pm
Ls1LdGwSpaI,859.3,12:33PM,true,manual,12:33pm
v-oaUrucwTk,1367.1,12:33PM,true,manual,12:33pm
_-wAIO8OgpQ,1157.9,12:33PM,true,manual,12:33pm
H1rrjDtujQU,104.5,12 33pm,false,manual,12:33pm
0yOrUQAUaq8,593.8,12:34AM,true,manual,12:34am
K91_j-aywyo,60.1,12:34AM,true,manual,12:34am
nBLY9dl6WLk,18.7,12:34AM,true,manual,12:34am
ZuOeu4NrtfA,1380.7,12 34am,false,manual,12:34am
TBToK_RFnQ0,26292.6,12 34am,false,auto,12:34am
0ibUIx8vNH4,899.2,12 34am,false,auto,12:34am
np1pYdZ4XRU,5711.9,12 34am,false,auto,12:34am
Cw8aKoVRhbo,385,12 34am,false,auto,12:34am
G9fKfbETjFc,2069.2,12 34am,false,auto,12:34am
FztC_Vkey4w,9521.1,12 34am,false,auto,12:34am
b6Mg5IeBbsI,1112.6,12 34am,false,auto,12:34am
tZZn_-Our-M,20512.2,12 34am,false,auto,12:34am
tLQTQYkbJfM,173.9,12:34pm,true,manual,12:34pm
c0NB5DHYXCA,254.8,12:34pm,true,manual,12:34pm
dJ6sc6c4kKQ,40.9,12:34pm,true,manual,12:34pm
CCrdhJ-um8A,140,12:34pm,true,manual,12:34pm
zYI0KRlSkjc,22.7,12:34pm,true,manual,12:34pm
Ws9ZorJVvr4,370,12:34pm,true,manual,12:34pm
WqhxuIDBJH8,472.2,12:34pm,true,manual,12:34pm
S19Gdhw6j0A,627.3,12:34pm,true,manual,12:34pm
ii5tgQ6Bs38,88.8,12:34PM,true,manual,12:34pm
ICd1mPPlBcs,117,12:34PM,true,manual,12:34pm
OtrlZUn4xS4,364.8,12:34pm,true,manual,12:34pm
aHLIvZT60XU,408.8,12:35am,true,manual,12:35am
Iwo5iUy3Zbo,559.2,12:35am,true,manual,12:35am
WA6gfbbXHnA,91.6,12:35am,true,manual,12:35am
N4KdD3hzqO4,35.5,12:35AM,true,manual,12:35am
lbunzHN3lYo,169.5,12:35am,true,manual,12:35am
p-Fj4sdChn8,2873.8,12:35AM,true,manual,12:35am
6Slo2nrY4tg,34.1,12:35am,true,manual,12:35am
8G_3ZEI9pgc,894.1,12:35am,true,manual,12:35am
Rlvd-OoMON0,231,12:35AM,true,manual,12:35am
T7pQttVwpqI,30.1,12:35AM,true,manual,12:35am
6Eq-gchR3DI,216.2,12:35AM,true,manual,12:35am
ltNVuvZwGo0,35.5,12:35AM,true,manual,12:35am
NDU6I-i8Z7I,631.6,12 35am,false,manual,12:35am
nJAmcPdiZYA,61,12 35am,false,manual,12:35am
0GvV-0eKhuM,618,12             35am,false,auto,12:35am
