name,county,state,population,latitude,longitude,type
Kokomo,Marion County,Mississippi,150,31.1975,-90.00278,u
Laurel,Washington County,Oregon,150,45.41845,-122.99177,u
Leesburg,Camp County,Texas,150,32.9875,-95.08389,u
Lewis,Polk County,Wisconsin,150,45.71078,-92.40242,d
Logan,Barton County,Kansas,150,38.47665,-98.52497,s
Mahnomen,St. Louis County,Minnesota,150,46.77306,-92.54175,d
Mercer,Madison County,Tennessee,150,35.47917,-89.04222,u
Millheim,Austin County,Texas,150,29.8719,-96.2483,u
Millican,Deschutes County,Oregon,150,43.879,-120.92,u
Mineral,Bee County,Texas,150,28.54861,-97.90417,u
Pine Springs,Smith County,Texas,150,32.398,-95.267,u
Richland,Codington County,South Dakota,150,44.94520,-97.31993,s
Riverton,Coos County,Oregon,150,43.15722,-124.27444,u
Slabtown,Columbia County,Pennsylvania,150,40.90509,-76.40884,d
Tabor,Brazos County,Texas,150,30.79583,-96.37111,u
The Grove,Coryell County,Texas,150,31.27333,-97.52528,u
Three Points,Los Angeles County,California,150,34.73582,-118.5987,u
Vienna,Rock County,Minnesota,150,43.71363,-96.12276,s
Waterloo,Laurens County,South Carolina,150,34.35151,-82.05928,t
Welcome,Austin County,Texas,150,30.02778,-96.48917,u
Willow City,Bottineau County,North Dakota,150,48.60444,-100.29430,c
Wilton Center,Will County,Illinois,150,41.35139,-87.95972,u
Woodward,Centre County,Pennsylvania,150,40.89868,-77.35609,d
Barrytown,Dutchess County,New York,151,41.99843,-73.92402,d
Bogue,Graham County,Kansas,151,39.36251,-99.68734,c
Boykin,Miller County,Georgia,151,31.105,-84.68694,u
Carpenter,Itasca County,Minnesota,151,47.83509,-93.24948,s
Chester,Grand Forks County,North Dakota,151,47.88947,-97.43030,s
Christine,Richland County,North Dakota,151,46.57357,-96.80175,c
Cusseta,Chambers County,Alabama,151,32.78485,-85.30578,t
Elm Creek,Marshall County,Kansas,151,39.78326,-96.64322,s
Fountain,Ottawa County,Kansas,151,39.16840,-97.88314,s
Harmon,Roberts County,South Dakota,151,45.78332,-96.74036,s
Harrison,Daviess County,Missouri,151,39.81682,-93.82915,s
Hughesville,Pettis County,Missouri,151,38.83863,-93.29549,v
Iron City,Lawrence County,Tennessee,151,35.02397,-87.58141,d
Jacksonport,Jackson County,Arkansas,151,35.64175,-91.30957,t
Kerr,Champaign County,Illinois,151,40.34955,-87.96939,s
Kilborn,Grant County,South Dakota,151,45.28281,-96.80119,s
Letcher,Sanborn County,South Dakota,151,43.89721,-98.13869,t
Liberty,Okmulgee County / Tulsa County,Oklahoma,151,35.85302,-95.98624,t
Litchfield,Lassen County,California,151,40.38268,-120.38716,d
Medford,Reno County,Kansas,151,38.12247,-98.20664,s
Millville,Wabasha County,Minnesota,151,44.24469,-92.29573,c
Minto,Yukon-Koyukuk Census Area,Alaska,151,65.15041,-149.34971,d
Morgan Heights,Morgan County,Colorado,151,40.28749,-103.82745,d
Paradise Valley,Humboldt County,Nevada,151,41.49351,-117.53457,d
Reedy,Roane County,West Virginia,151,38.89953,-81.42484,t
Roosevelt,Klickitat County,Washington,151,45.74291,-120.21588,d
Ruthville,Ward County,North Dakota,151,48.37167,-101.29889,u
Sioux,McKenzie County,North Dakota,151,47.91300,-103.87112,s
Stone Creek,Tuscarawas County,Ohio,151,40.39729,-81.56206,v
Ashland,Riley County,Kansas,152,39.10148,-96.56798,s
Blue,Bryan County,Oklahoma,152,33.99649,-96.22999,d
Bolivia,Brunswick County,North Carolina,152,34.06767,-78.14833,t
Chetopa,Wilson County,Kansas,152,37.52355,-95.58662,s
Comfort,Boone County,West Virginia,152,38.13038,-81.61567,d
Delmont,Douglas County,South Dakota,152,43.26749,-98.16230,c
Dennis,Labette County,Kansas,152,37.34694,-95.41278,u
East Washington,Rice County,Kansas,152,38.23296,-97.98237,s
Ewing,Marquette County,Michigan,152,46.10085,-87.29385,s
Fairdale,DeKalb County,Illinois,152,42.1,-88.93278,u
Glenwood,Crenshaw County,Alabama,152,31.66460,-86.17134,t
Greenville,Love County,Oklahoma,152,34.00732,-97.12585,d
Hastings,Mills County,Iowa,152,41.02278,-95.49917,c
Kimball,McDowell County,West Virginia,152,37.42567,-81.50677,t
Leighton,Mahaska County,Iowa,152,41.33722,-92.78714,c
North Hero,Redwood County,Minnesota,152,44.24713,-95.42097,s
Northland,Polk County,Minnesota,152,48.06443,-96.95463,s
Northwood,Blair County,Pennsylvania,152,40.68534,-78.22974,d
Orient,Pickaway County,Ohio,152,39.80460,-83.15301,d
Plainville,Hamilton County,Ohio,152,39.14200,-84.35994,d
Pleasant Valley,Williams County,North Dakota,152,48.32835,-102.89275,s
Spaulding,Hughes County,Oklahoma,152,35.01397,-96.44001,t
Sumner,Osborne County,Kansas,152,39.42888,-98.96279,s
Walcott,Greene County,Arkansas,152,36.04333,-90.67111,u
Washington,Grundy County,Missouri,152,40.24231,-93.69853,s
Waverly,Chambers County / Lee County / Tallapoosa County,Alabama,152,32.73008,-85.57100,t
Wayland,Chariton County,Missouri,152,39.52423,-92.76033,s
Apple Grove,Mason County,West Virginia,153,38.66508,-82.16903,d
Atherton,Wilkin County,Minnesota,153,46.58708,-96.46693,s
Baileyville,Ogle County / Stephenson County,Illinois,153,42.19833,-89.59453,d
Box,Sequoyah County,Oklahoma,153,35.58111,-94.97639,u
Edgerton,Natrona County,Wyoming,153,43.41303,-106.24947,t
Elk Creek,Glenn County,California,153,39.60516,-122.53916,d
Florence,Hamlin County,South Dakota,153,44.67294,-97.05486,s
Hiles,Wood County,Wisconsin,153,44.39351,-90.27687,t
Hoosier,Kingman County,Kansas,153,37.70374,-98.19986,s
Horse Creek,Mellette County,South Dakota,153,43.53297,-100.74192,d
Max,Dundy County,Nebraska,153,40.11388,-101.40266,d
McFarland,Marquette County,Michigan,153,46.19194,-87.25028,u
Melvin,Sanilac County,Michigan,153,43.18641,-82.86160,v
Mitchell,Glascock County,Georgia,153,33.21987,-82.70319,t
Montezuma,Mercer County,Ohio,153,40.48894,-84.54857,v
New Cambria,Macon County,Missouri,153,39.77531,-92.75047,c
Pickaway,Shelby County,Illinois,153,39.55818,-88.86401,s
Prairie,Bates County,Missouri,153,38.08100,-94.22724,s
Prairietown,Madison County,Illinois,153,38.96639,-89.92194,u
Pulaski,Pulaski County,Illinois,153,37.21366,-89.20591,v
Sundal,Norman County,Minnesota,153,47.44925,-96.24970,s
Wadsworth,Livingston County,New York,153,42.82034,-77.89667,d
Windsor,Cowley County,Kansas,153,37.34606,-96.59228,s
Belvoir,Pitt County,North Carolina,154,35.70821,-77.46497,d
Brunswick,Antelope County,Nebraska,154,42.33778,-97.97062,v
Clements,Redwood County,Minnesota,154,44.38163,-95.05249,c
Cooksville,McLean County,Illinois,154,40.54309,-88.71645,v
Damon,Brazoria County,Texas,154,29.29052,-95.73467,d
Fowler,Adams County,Illinois,154,40.00778,-91.25861,u
Grover,Weld County,Colorado,154,40.87137,-104.22523,t
Halfway,Polk County,Missouri,154,37.61643,-93.24464,v
Jackson Springs,Moore County,North Carolina,154,35.20972,-79.62583,u
Laredo,Grundy County,Missouri,154,40.02557,-93.44660,c
Leslie,Carroll County,Missouri,154,39.48166,-93.58399,s
Lone Tree,Golden Valley County,North Dakota,154,46.71317,-103.95095,s
McCracken,Rush County,Kansas,154,38.58057,-99.57122,c
Miami,Saline County,Missouri,154,39.32141,-93.22798,c
Mifflin,Ashland County,Ohio,154,40.77395,-82.36433,v
Miller,Knox County,Nebraska,154,42.47377,-98.00430,s
Mineola,Mills County,Iowa,154,41.14306,-95.69556,u
Mount Bullion,Mariposa County,California,154,37.50722,-120.045,u
Muncie,Vermilion County,Illinois,154,40.11559,-87.84475,v
Orient,Aroostook County,Maine,154,45.82172,-67.85464,t
Parker,Yakima County,Washington,154,46.50096,-120.46534,u
Parnell,Brookings County,South Dakota,154,44.23895,-96.58650,s
Pennsylvania,Mason County,Illinois,154,40.26059,-89.77134,s
Pike,Sierra County,California,154,39.43906,-120.99801,d
Rio,Hampshire County,West Virginia,154,39.13833,-78.67,u
Shopiere,Rock County,Wisconsin,154,42.57222,-88.93999,u
Spaulding,Lassen County,California,154,40.65566,-120.78626,d
Spirit Lake,Kingsbury County,South Dakota,154,44.50334,-97.62503,s
Star,Coffey County,Kansas,154,38.22894,-95.59259,s
Wellington,Renville County,Minnesota,154,44.59222,-94.69980,s
Adams,Grant County,South Dakota,155,45.02037,-96.54527,s
Alexander,Morgan County,Illinois,155,39.72444,-90.03806,u
Banks,Pike County,Alabama,155,31.81516,-85.84300,t
Bascom,Seneca County,Ohio,155,41.13283,-83.28520,d
Byron,Cass County,Minnesota,155,46.50220,-94.71537,s
Circleville,Jackson County,Kansas,155,39.50833,-95.85860,c
Conger,Freeborn County,Minnesota,155,43.61496,-93.52827,c
Forest Lakes,Coconino County,Arizona,155,34.3375,-110.79806,u
Grass Valley,Sherman County,Oregon,155,45.36012,-120.78561,c
Hardyville,Hart County,Kentucky,155,37.25417,-85.78611,u
Harrison,Rice County,Kansas,155,38.39339,-98.20458,s
Iuka,Pratt County,Kansas,155,37.72918,-98.73509,c
Keene,Clay County,Minnesota,155,47.01463,-96.37443,s
Keener,Sampson County,North Carolina,155,35.10711,-78.31861,d
Liberty,Kearney County,Nebraska,155,40.56078,-98.88545,s
Norton,Essex County,Vermont,155,44.97730,-71.80434,t
Preston,Brookings County,South Dakota,155,44.50684,-96.93847,s
Quitman,Jackson Parish,Louisiana,155,32.34877,-92.72154,v
Randall,Hamilton County,Iowa,155,42.23832,-93.60077,c
Roadstown,Cumberland County,New Jersey,155,39.44083,-75.31833,u
Roosevelt,Lake of the Woods County / Roseau County,Minnesota,155,48.80695,-95.10097,c
Sena,San Miguel County,New Mexico,155,35.29833,-105.35944,u
Silver City,Lyon County,Nevada,155,39.26361,-119.64056,u
West Valley,Marshall County,Minnesota,155,48.41350,-96.45296,s
Whiting,Mississippi County,Missouri,155,36.78889,-89.37389,u
Adrian,Malheur County,Oregon,156,43.74072,-117.07183,c
Butlerville,Warren County,Ohio,156,39.30256,-84.08993,v
Claiborne,Talbot County,Maryland,156,38.8375,-76.27778,u
Dana,LaSalle County,Illinois,156,40.95781,-88.95008,v
Donnellson,Bond County / Montgomery County,Illinois,156,39.03054,-89.47566,v
Empire,Washoe County,Nevada,156,40.57574,-119.34213,d
Fidelis,Santa Rosa County,Florida,156,30.93639,-87.02417,u
Genoa,Lincoln County,Colorado,156,39.27832,-103.50022,t
Index,Snohomish County,Washington,156,47.82066,-121.55511,t
Kansas,Seneca County,Ohio,156,41.24505,-83.28465,d
Kerr,Lake County,Montana,156,47.67966,-114.19151,d
Kirkville,Wapello County,Iowa,156,41.14557,-92.50408,c
Leidy,Clinton County,Pennsylvania,156,41.38362,-77.88120,s
Martinsburg,Renville County,Minnesota,156,44.67319,-94.69064,s
Maxwell,Lac qui Parle County,Minnesota,156,44.85161,-96.03616,s
Maysville,Scott County,Iowa,156,41.64864,-90.71681,c
Milton,Caswell County,North Carolina,156,36.53903,-79.20863,t
Northville,Spink County,South Dakota,156,45.15000,-98.62574,s
Otter Creek,Greenwood County,Kansas,156,37.67080,-96.39952,s
Palisade,Aitkin County,Minnesota,156,46.71329,-93.48857,c
Parkdale,Jefferson County,Missouri,156,38.47811,-90.52262,v
Ramona,Lake County,South Dakota,156,44.11942,-97.21645,t
Syracuse,Morgan County,Missouri,156,38.67002,-92.87325,c
Trilla,Coles County,Illinois,156,39.375,-88.35028,u
Venango,Perkins County,Nebraska,156,40.76361,-102.04074,v
Weimer,Jackson County,Minnesota,156,43.80291,-95.27197,s
Williams,Lake of the Woods County,Minnesota,156,48.76831,-94.95522,c
Booneville,Owsley County,Kentucky,157,37.47620,-83.67491,c
Buckner,Lafayette County,Arkansas,157,33.35846,-93.43601,c
Clyde,Somerset County,New Jersey,157,40.48649,-74.51043,d
Columbia,Brown County,South Dakota,157,45.61302,-98.31260,c
Daisy,Evans County,Georgia,157,32.15186,-81.83456,c
Flat,Coryell County,Texas,157,31.30889,-97.63,u
Gales,Redwood County,Minnesota,157,44.33229,-95.53251,s
Geddes,Charles Mix County,South Dakota,157,43.25360,-98.69536,c
Kamaili,Hawaii County,Hawaii,157,19.44111,-154.9175,u
Lawndale,McLean County,Illinois,157,40.62067,-88.62598,s
Leona,Leon County,Texas,157,31.15463,-95.96912,c
Limestone,Hardee County,Florida,157,27.36556,-81.89889,u
Lura,Faribault County,Minnesota,157,43.80749,-93.94860,s
Milwaukee,Northampton County,North Carolina,157,36.40556,-77.23222,u
Moscow,Clermont County,Ohio,157,38.85701,-84.22910,v
Northland,St. Louis County,Minnesota,157,47.06211,-92.48023,s
Paradise,Sanders County,Montana,157,47.38938,-114.80208,d
Pella,Ford County,Illinois,157,40.80652,-88.18370,s
Pickwick,Winona County,Minnesota,157,43.98167,-91.49472,u
Pleasant Valley,Clay County,South Dakota,157,42.95318,-96.98314,s
Quemado,Catron County,New Mexico,157,34.34394,-108.49562,d
Ruth,Trinity County,California,157,40.26959,-123.32141,d
Stockett,Cascade County,Montana,157,47.35667,-111.16528,u
Sutherland,Millard County,Utah,157,39.38884,-112.63356,d
Tuscumbia,Miller County,Missouri,157,38.23309,-92.45852,t
Waterford,Fulton County,Illinois,157,40.32204,-90.10560,s
Beaman,Grundy County,Iowa,158,42.21971,-92.82353,c
Beverly,Bell County,Kentucky,158,36.93028,-83.53278,u
Centerville,Reynolds County,Missouri,158,37.43505,-90.95846,c
Cleveland,Henry County,Illinois,158,41.50615,-90.31485,v
Conner,Ravalli County,Montana,158,45.93075,-114.12453,d
Custer,Yellowstone County,Montana,158,46.12915,-107.55508,d
Elida,Roosevelt County,New Mexico,158,33.94675,-103.65663,t
Everett,Glynn County,Georgia,158,31.39056,-81.63858,u
Freedom,Ward County,North Dakota,158,48.06367,-101.33534,s
Lake,Harvey County,Kansas,158,37.95068,-97.64269,s
Liberty,Cowley County,Kansas,158,37.17740,-96.83599,s
Lime Ridge,Sauk County,Wisconsin,158,43.46776,-90.15485,v
McCarr,Pike County,Kentucky,158,37.56083,-82.16972,u
Mina,Mineral County,Nevada,158,38.39048,-118.10873,d
Myers,Grundy County,Missouri,158,40.22827,-93.43321,s
Nelson,Saline County,Missouri,158,38.99474,-93.03270,c
Norway,Turner County,South Dakota,158,43.29994,-97.22059,s
Olney,Nobles County,Minnesota,158,43.62894,-95.86949,s
Ronald,Kittitas County,Washington,158,47.23512,-121.02342,d
Rosalie,Thurston County,Nebraska,158,42.05638,-96.51253,v
Rose Hill,Mahaska County,Iowa,158,41.32195,-92.46213,c
San Simon,Cochise County,Arizona,158,32.26778,-109.2275,u
Waverly,Polk County,Florida,158,27.97891,-81.61397,d
Willow Creek,Copper River Census Area,Alaska,158,61.83023,-145.19860,d
Woodford,Orangeburg County,South Carolina,158,33.66738,-81.10926,t
Woodlawn Park,Oklahoma County,Oklahoma,158,35.51145,-97.65004,t
Allen,Lyon County,Kansas,159,38.65612,-96.16972,c
Baileyville,Centre County,Pennsylvania,159,40.70812,-77.98528,d
Burke,Franklin County,New York,159,44.90477,-74.16934,v
Cambridge,Jefferson County,Kentucky,159,38.22174,-85.61663,c
Cloverdale,Putnam County,Ohio,159,41.02088,-84.30439,v
Defiance,St. Charles County,Missouri,159,38.63222,-90.77833,u
Elmo,Lake County,Montana,159,47.83050,-114.34957,d
Fairmount,Pike County,Illinois,159,39.79291,-90.86233,s
Fifty-Six,Stone County,Arkansas,159,35.95757,-92.21849,c
Hallie,Chippewa County,Wisconsin,159,44.87707,-91.37375,t
Harpster,Wyandot County,Ohio,159,40.73922,-83.25381,v
Haugen,Aitkin County,Minnesota,159,46.72590,-93.13736,s
Illinois City,Rock Island County,Illinois,159,41.39753,-90.89959,u
La Fayette,Stark County,Illinois,159,41.10809,-89.97150,v
Lisbon,Claiborne Parish,Louisiana,159,32.79598,-92.86516,v
Mount Washington,Berkshire County,Massachusetts,159,42.09092,-73.47020,t
Nelsonville,Portage County,Wisconsin,159,44.49497,-89.30984,v
Pineville,Izard County,Arkansas,159,36.16285,-92.10710,t
Platter,Bryan County,Oklahoma,159,33.90694,-96.535,u
Raymond,Lancaster County,Nebraska,159,40.95695,-96.78280,v
Rossburg,Darke County,Ohio,159,40.27894,-84.63746,v
Rover,Yell County,Arkansas,159,34.94639,-93.40556,u
Saco,Phillips County,Montana,159,48.45722,-107.34259,t
Silver Lake,Lake County,Oregon,159,43.12806,-121.04694,u
Smithville,Peoria County,Illinois,159,40.66032,-89.79983,d
Terry,Finney County,Kansas,159,38.18244,-100.98432,s
Woodman,Grant County,Wisconsin,159,43.04587,-90.82047,t
Agra,Phillips County,Kansas,200,39.76168,-99.11925,c
Alton,Anderson County,Kentucky,200,38.08889,-84.935,u
Amherst,Buffalo County,Nebraska,200,40.76890,-99.26982,v
Antelope,Franklin County,Nebraska,200,40.30680,-98.89622,s
Belgrade,Washington County,Missouri,200,37.78667,-90.84917,u
Benjamin,Knox County,Texas,200,33.58398,-99.79231,c
Blanchard,Polk County,Texas,200,30.73686,-95.05549,u
Boston,Bowie County,Texas,200,33.44153,-94.41964,u
Breckenridge,Garfield County,Oklahoma,200,36.45724,-97.72547,t
Canyon,Alameda County,California,200,37.83389,-122.16503,u
Canyon,Contra Costa County,California,200,37.83389,-122.16503,u
Cayuga,Anderson County,Texas,200,31.95722,-95.97472,u
Central,Angelina County,Texas,200,31.4274,-94.80854,u
Clifton,Clatsop County,Oregon,200,46.21096,-123.46339,u
Cool Spring,Sussex County,Delaware,200,38.73194,-75.24833,u
Daggett,San Bernardino County,California,200,34.86333,-116.88806,u
Darrow,Ascension Parish,Louisiana,200,30.11667,-90.98333,u
Decker,Knox County,Indiana,200,38.51894,-87.52308,t
Denning,Franklin County,Arkansas,200,35.42925,-93.75714,t
Farmington,Lake County,South Dakota,200,44.06575,-97.18932,s
Flora,Wallowa County,Oregon,200,45.90028,-117.31,u
Golden,Wood County,Texas,200,32.72944,-95.56306,u
Goldsmith,Tipton County,Indiana,200,40.28944,-86.14917,u
Goose Prairie,Clay County,Minnesota,200,47.02848,-96.25793,s
Hobbs,Tipton County,Indiana,200,40.28361,-85.9475,u
Independence,Tate County,Mississippi,200,34.705,-89.80889,u
Jette,Lake County,Montana,200,47.71744,-114.19151,d
Kenney,Austin County,Texas,200,30.04778,-96.32694,u
Linden,Dallas County,Iowa,200,41.64443,-94.26913,c
Macksburg,Clackamas County,Oregon,200,45.21361,-122.66111,u
Marietta,Prentiss County,Mississippi,200,34.50204,-88.46894,t
McNeil,Caldwell County,Texas,200,29.70833,-97.58444,u
Melvin,Osceola County,Iowa,200,43.28747,-95.60918,c
Mount Hermon,Warren County,New Jersey,200,40.92482,-74.99378,d
Paris,Fauquier County,Virginia,200,39.00444,-77.95139,u
Pleasant Mound,Blue Earth County,Minnesota,200,43.88576,-94.31497,s
Port Royal,Caroline County,Virginia,200,38.17180,-77.19109,t
Pottsville,Hamilton County,Texas,200,31.67333,-98.32556,u
Racine,Newton County,Missouri,200,36.89581,-94.52722,u
Rossville,Atascosa County,Texas,200,29.09136,-98.68058,u
Santa Cruz,Santa Fe County,New Mexico,200,35.99225,-106.04725,d
Seward,Winnebago County,Illinois,200,42.23583,-89.35778,u
Sidney,Comanche County,Texas,200,31.94944,-98.73722,u
St. Martin,Brown County,Ohio,200,39.21417,-83.89139,u
Stillwater,Columbia County,Pennsylvania,200,41.14897,-76.36577,b
Stuckey,Williamsburg County,South Carolina,200,33.73183,-79.51256,t
Swan,Smith County,Texas,200,32.435,-95.36722,u
Three Lakes,Redwood County,Minnesota,200,44.42019,-95.04262,s
Valley View,Wichita County,Texas,200,33.87278,-98.76306,u
Voltaire,Sherman County,Kansas,200,39.47435,-101.72108,s
Wall,Tom Green County,Texas,200,31.37417,-100.3075,u
Bloomington,Garrett County,Maryland,201,39.48009,-79.07114,d
Cairo,Randolph County,Missouri,201,39.51198,-92.44046,v
Creek,Sumner County,Kansas,201,37.34279,-97.74790,s
Creighton,Knox County,Nebraska,201,42.48936,-97.88811,s
Curryville,Pike County,Missouri,201,39.34560,-91.34487,c
Edgefield,Red River Parish,Louisiana,201,32.05072,-93.33295,v
Geraldine,Chouteau County,Montana,201,47.60358,-110.26576,t
Hancock,Pottawattamie County,Iowa,201,41.38999,-95.36250,c
Hanson,Sequoyah County,Oklahoma,201,35.43454,-94.69883,d
Hollis,Prince of Wales-Hyder Census Area,Alaska,201,55.55667,-132.63639,d
Julian,Centre County,Pennsylvania,201,40.86423,-77.93945,d
Lincoln,Blue Earth County,Minnesota,201,44.05656,-94.30298,s
McIntosh,Washington County,Alabama,201,31.26628,-88.03139,t
McKinney,Lincoln County,Kentucky,201,37.4525,-84.75917,u
Morristown,Maricopa County,Arizona,201,33.85670,-112.62323,d
New Paris,Bedford County,Pennsylvania,201,40.10647,-78.64474,b
Oakwood,Walsh County,North Dakota,201,48.41213,-97.33896,s
Orton,Wadena County,Minnesota,201,46.68139,-94.84033,s
Paradise,Mono County,California,201,37.48285,-118.60221,d
Parral,Tuscarawas County,Ohio,201,40.56117,-81.49706,v
St. Charles,Arkansas County,Arkansas,201,34.37177,-91.13651,t
Talmage,Otoe County,Nebraska,201,40.53056,-96.02167,v
Union,Livingston County,Illinois,201,40.97160,-88.40710,s
Worth,Jefferson County,New York,201,43.74359,-75.84470,t
Alliance,Clay County,Minnesota,202,46.67411,-96.61052,s
Brutus,Emmet County,Michigan,202,45.49333,-84.78111,u
Burr Oak,Jewell County,Kansas,202,39.87523,-98.33659,s
Caney,Atoka County,Oklahoma,202,34.23231,-96.21416,t
Dixon,Scott County,Iowa,202,41.74280,-90.78237,c
Eidsvold,Lyon County,Minnesota,202,44.59413,-96.02272,s
Elizabeth,Harrison County,Indiana,202,38.12118,-85.97413,t
Elmira,Solano County,California,202,38.34824,-121.90996,d
Emma,Lafayette County / Saline County,Missouri,202,38.97520,-93.49504,c
Frontenac,Goodhue County,Minnesota,202,44.51108,-92.35657,d
Greenwood,Christian County,Illinois,202,39.39286,-89.30738,s
Harborton,Accomack County,Virginia,202,37.66180,-75.83049,d
Jackson,Dakota County,Nebraska,202,42.44861,-96.56476,v
Jansen,Las Animas County,Colorado,202,37.15716,-104.53815,d
Jet,Alfalfa County,Oklahoma,202,36.66614,-98.18118,t
Macy,Miami County,Indiana,202,40.95921,-86.12722,t
Morgan City,Leflore County,Mississippi,202,33.38068,-90.35036,t
Noble,Sabine Parish,Louisiana,202,31.68962,-93.68407,v
North Star,St. Louis County,Minnesota,202,47.05797,-91.99680,s
Onaway,Latah County,Idaho,202,46.92823,-116.89100,c
Pershing,Taylor County,Wisconsin,202,45.24842,-90.86752,t
Sanders,Carroll County,Kentucky,202,38.65534,-84.94717,c
Seward,Nobles County,Minnesota,202,43.79966,-95.63112,s
Sheridan,Cherokee County,Kansas,202,37.27526,-95.00540,s
Sherman,Gage County,Nebraska,202,40.22230,-96.51473,s
St. Mary,McLean County,North Dakota,202,47.62529,-101.49384,s
Trenton,Edgefield County,South Carolina,202,33.74402,-81.84067,t
Valley,Rice County,Kansas,202,38.20815,-98.29798,s
Waldorf,Waseca County,Minnesota,202,43.93496,-93.69745,c
Walker,Platte County,Nebraska,202,41.67422,-97.76785,s
Washingtonville,Montour County,Pennsylvania,202,41.05175,-76.67468,b
Armenia,Bradford County,Pennsylvania,203,41.73263,-76.87837,s
Beatrice,Monroe County,Alabama,203,31.73349,-87.20471,t
Cannonsburg,Kent County,Michigan,203,43.05389,-85.46972,u
Elgin,Erie County,Pennsylvania,203,41.90311,-79.74366,b
Green Garden,Ellsworth County,Kansas,203,38.55787,-98.32142,s
Hanging Rock,Lawrence County,Ohio,203,38.56008,-82.72100,v
Kirbyville,Taney County,Missouri,203,36.62312,-93.16407,v
La Presa,Webb County,Texas,203,27.40002,-99.43726,d
Lucas,Lyon County,Minnesota,203,44.57956,-95.65988,s
Macon,Bureau County,Illinois,203,41.27413,-89.67394,s
Manitou,Tillman County,Oklahoma,203,34.50758,-98.98341,t
Monetta,Aiken County / Saluda County,South Carolina,203,33.84999,-81.60993,t
Norton,Hunterdon County,New Jersey,203,40.65722,-74.97917,u
Parrott,Pulaski County,Virginia,203,37.20512,-80.61562,d
Richland,Republic County,Kansas,203,39.77509,-97.42361,s
Spokane,Christian County,Missouri,203,36.86811,-93.29685,d
Wellington,Iroquois County,Illinois,203,40.53920,-87.68003,v
Woodville,Penobscot County,Maine,203,45.52539,-68.44985,t
Belleville,Republic County,Kansas,204,39.77891,-97.65194,s
Benedict,York County,Nebraska,204,41.00585,-97.60644,v
Butler,Custer County,Oklahoma,204,35.63671,-99.18593,t
Center,Rush County,Kansas,204,38.41529,-99.30837,s
Chatham,Alger County,Michigan,204,46.34772,-86.92904,v
Columbia,Warren County,New Jersey,204,40.92621,-75.09268,d
Cooke,Cumberland County,Pennsylvania,204,40.03348,-77.32175,s
Delaware,Lincoln County,South Dakota,204,43.21431,-96.86516,s
Elwood,Barber County,Kansas,204,37.06455,-98.71421,s
Fairport,Muscatine County,Iowa,204,41.43583,-90.90472,u
Fieldon,Watonwan County,Minnesota,204,43.98660,-94.42143,s
Georgetown,Beaver County,Pennsylvania,204,40.64145,-80.49784,b
Hilltop,Starr County,Texas,204,26.40398,-98.92066,d
Holbrook,Furnas County,Nebraska,204,40.30473,-100.01013,v
Kenvir,Harlan County,Kentucky,204,36.85361,-83.15722,u
Logan,Kearney County,Nebraska,204,40.56841,-99.00876,s
Merrill,Aroostook County,Maine,204,46.17068,-68.26704,t
Midvale,Washington County,Idaho,204,44.47127,-116.73461,c
Millersburg,Presque Isle County,Michigan,204,45.33446,-84.06084,v
Rinehart,Dickinson County,Kansas,204,38.90714,-96.97299,s
Santa Claus,Toombs County,Georgia,204,32.17158,-82.33151,c
Sunny Side,Spalding County,Georgia,204,33.34067,-84.29076,c
Tacoma,Wise County,Virginia,204,36.93778,-82.53417,u
Volga,Clayton County,Iowa,204,42.80471,-91.54098,c
Bearville,Itasca County,Minnesota,205,47.72243,-93.15045,s
Biggersville,Alcorn County,Mississippi,205,34.83556,-88.55861,u
Blodgett,Scott County,Missouri,205,37.00422,-89.52702,v
Bridgeville,Sullivan County,New York,205,41.63426,-74.61905,d
Dragoon,Osage County,Kansas,205,38.71705,-95.83870,s
Edwardsville,Cleburne County,Alabama,205,33.70733,-85.50912,t
Galena,Martin County,Minnesota,205,43.80564,-94.67304,s
Glenfield,Allegheny County,Pennsylvania,205,40.51812,-80.13034,b
Howe,Forest County,Pennsylvania,205,41.57964,-79.07950,s
Leeds Point,Atlantic County,New Jersey,205,39.49194,-74.42917,u
Marshallville,Cape May County,New Jersey,205,39.29650,-74.76850,d
Meigs,Muskingum County,Ohio,205,39.80593,-81.74740,s
Nashville,Martin County,Minnesota,205,43.80423,-94.30770,s
Neskowin,Tillamook County,Oregon,205,45.10639,-123.97944,u
Ogema,Becker County,Minnesota,205,47.10274,-95.92505,c
Patriot,Switzerland County,Indiana,205,38.83867,-84.82689,t
Pine Flat,Tulare County,California,205,35.87801,-118.65148,d
Smyrna,Chenango County,New York,205,42.68729,-75.57074,v
Soldier Creek,Todd County,South Dakota,205,43.32361,-100.88833,u
Strong,Northumberland County,Pennsylvania,205,40.79870,-76.43801,d
Wenona,Crisp County,Georgia,205,31.90545,-83.76684,d
Westside,Nobles County,Minnesota,205,43.62589,-95.99308,s
Blaine,Burnett County,Wisconsin,206,46.12803,-92.18017,t
Bloomington,Bear Lake County,Idaho,206,42.19187,-111.40132,c
Brookville,Redwood County,Minnesota,206,44.31852,-94.92541,s
Clifford,Bartholomew County,Indiana,206,39.28227,-85.86916,t
Cliffside,Potter County,Texas,206,35.265,-101.93278,u
Damascus,Early County,Georgia,206,31.29907,-84.71881,c
